,feature,impact,risk_score,correlation,risk_correlation
152,update_weights_loop11.unr,0.0,0.0,0.0,0.0
153,update_weights_loop11.unr.factor,0.0,0.0,0.0,0.0
154,update_weights_loop11.unr.full,0.0,0.0,0.0,0.0
158,update_weights_loop11.lm,0.0,0.0,0.0,0.0
165,update_weights_loop11_1.lm,0.0,0.0,0.0,0.0
166,update_weights_loop12.unr,0.0,0.0,0.0,0.0
167,update_weights_loop12.unr.factor,0.0,0.0,0.0,0.0
168,update_weights_loop12.unr.full,0.0,0.0,0.0,0.0
171,update_weights_loop12.lf,0.0,0.0,0.0,0.0
172,update_weights_loop12.lm,0.0,0.0,0.0,0.0
173,get_delta_matrix_weights3.lm,0.0,0.0,0.0,0.0
174,get_delta_matrix_weights3_loop1.unr,0.0,0.0,0.0,0.0
175,get_delta_matrix_weights3_loop1.unr.factor,0.0,0.0,0.0,0.0
176,get_delta_matrix_weights3_loop1.unr.full,0.0,0.0,0.0,0.0
180,get_delta_matrix_weights3_loop1.lm,0.0,0.0,0.0,0.0
187,get_delta_matrix_weights3_loop1_1.lm,0.0,0.0,0.0,0.0
188,add_bias_to_activations.lm,0.0,0.0,0.0,0.0
195,backprop.lm,0.0,0.0,0.0,0.0
196,backprop_loop1.unr,0.0,0.0,0.0,0.0
197,backprop_loop1.unr.factor,0.0,0.0,0.0,0.0
198,backprop_loop1.unr.full,0.0,0.0,0.0,0.0
199,backprop_loop1.pipe,0.0,0.0,0.0,0.0
201,backprop_loop1.lf,0.0,0.0,0.0,0.0
202,backprop_loop1.lm,0.0,0.0,0.0,0.0
203,add_bias_to_activations.clone.lm,0.0,0.0,0.0,0.0
204,RELU.lm,0.0,0.0,0.0,0.0
205,matrix_vector_product_with_bias_input_layer.lm,0.0,0.0,0.0,0.0
212,matrix_vector_product_with_bias_input_layer_loop1.lm,0.0,0.0,0.0,0.0
218,matrix_vector_product_with_bias_input_layer_loop1_1.lf,0.0,0.0,0.0,0.0
219,matrix_vector_product_with_bias_input_layer_loop1_1.lm,0.0,0.0,0.0,0.0
220,RELU.clone.lm,0.0,0.0,0.0,0.0
221,get_oracle_activations1.lm,0.0,0.0,0.0,0.0
222,get_oracle_activations1_loop1.unr,0.0,0.0,0.0,0.0
223,get_oracle_activations1_loop1.unr.factor,0.0,0.0,0.0,0.0
224,get_oracle_activations1_loop1.unr.full,0.0,0.0,0.0,0.0
228,get_oracle_activations1_loop1.lm,0.0,0.0,0.0,0.0
234,get_oracle_activations1_loop1_1.lf,0.0,0.0,0.0,0.0
235,get_oracle_activations1_loop1_1.lm,0.0,0.0,0.0,0.0
236,take_difference.lm,0.0,0.0,0.0,0.0
237,matrix_vector_product_with_bias_output_layer.lm,0.0,0.0,0.0,0.0
238,matrix_vector_product_with_bias_output_layer_loop1.unr,0.0,0.0,0.0,0.0
239,matrix_vector_product_with_bias_output_layer_loop1.unr.factor,0.0,0.0,0.0,0.0
240,matrix_vector_product_with_bias_output_layer_loop1.unr.full,0.0,0.0,0.0,0.0
243,matrix_vector_product_with_bias_output_layer_loop1.lf,0.0,0.0,0.0,0.0
244,matrix_vector_product_with_bias_output_layer_loop1.lm,0.0,0.0,0.0,0.0
250,matrix_vector_product_with_bias_output_layer_loop1_1.lf,0.0,0.0,0.0,0.0
251,matrix_vector_product_with_bias_output_layer_loop1_1.lm,0.0,0.0,0.0,0.0
252,get_delta_matrix_weights1.lm,0.0,0.0,0.0,0.0
253,get_delta_matrix_weights1_loop1.unr,0.0,0.0,0.0,0.0
254,get_delta_matrix_weights1_loop1.unr.factor,0.0,0.0,0.0,0.0
255,get_delta_matrix_weights1_loop1.unr.full,0.0,0.0,0.0,0.0
259,get_delta_matrix_weights1_loop1.lm,0.0,0.0,0.0,0.0
